epoch,train_loss,val_loss
0,0.21879522363637008,0.4531574754911507
1,0.06909039700586422,0.5669209385740346
2,0.054404469811209805,0.17372939920952093
3,0.046953061549076,0.19684841023950742
4,0.04395766386267548,0.17828268531613567
5,0.04023509838165128,0.1356804291814052
6,0.0388207288289612,0.14046190693203744
7,0.03443518687046254,0.08461120872726215
8,0.03315405742847983,0.07878003334626556
9,0.03247497873895415,0.12963406236938618
10,0.03126896681088071,0.08975350867378815
11,0.029160247571142175,0.08886625074685134
12,0.028234275157518564,0.07610819926645992
13,0.027971841079480083,0.07270107198313906
14,0.0272415909358365,0.05861970449894153
15,0.026643083201731272,0.06177317317302242
16,0.02940228803551452,0.06154977403549028
17,0.026125147902205877,0.07679417519830167
18,0.025174640720036154,0.06319224109174684
19,0.02525964373002184,0.0591555155926095
20,0.02537418696564521,0.06232105908947515
21,0.02470846192117734,0.05469264238751654
22,0.02421979188633528,0.0636024025172509
23,0.02324417265673266,0.05153633542680021
24,0.02386026569009624,0.058294360317964235
25,0.023195136957737204,0.05437925515224495
26,0.022458330779853795,0.05640193642485351
27,0.02238152482060627,0.06633686891142991
28,0.02247572161660001,0.058989447839040726
29,0.021719196935302516,0.067822228770013
30,0.021279249282789427,0.04894194381948396
31,0.021156471185714402,0.05245588416167136
32,0.02096811351959243,0.046395989699424475
33,0.02389661138929302,0.10378751953312135
34,0.02180407977883757,0.11173244663563735
35,0.020858646557727126,0.11110396793659068
36,0.020845374033116627,0.11440373805610388
37,0.020383451880446372,0.1569024815304617
38,0.019635811445780506,0.16132330537785025
39,0.01956682131556515,0.16994761453631024
40,0.020455224949009584,0.16492163821392275
