epoch,train_loss,val_loss
0,0.3206021119035289,1.206267072620063
1,0.24494493164374442,1.4025633972266625
2,0.23584346807895498,0.833783307363247
3,0.2279565639780592,0.7116052908293004
4,0.22694949626444497,0.6692844359653777
5,0.22262357252379364,0.723380734485269
6,0.2209512519512372,0.6651485397950104
7,0.2178195501128195,0.5818544775576748
8,0.2154426460491357,0.5548928517410692
9,0.21360713667144962,0.6389618501483647
10,0.21320794868065499,0.6270167808570289
11,0.21318125356911763,0.5786709229831166
12,0.20891796190577183,0.6288494100924662
13,0.2084677962722413,0.6111855188904507
14,0.2049004680571709,0.6361112815777547
15,0.20386176379712934,0.5891988272337114
16,0.20254133457115414,0.6090040848389717
17,0.19938714047910483,0.593223417623386
18,0.19745004335136124,0.5795014544264694
19,0.19765093772540968,0.6169612761393214
20,0.19390893492469174,0.6009274370993432
21,0.1895740843924184,0.587635864747351
22,0.18787633322192598,0.6200556392904375
23,0.18253596950448558,0.6218551261157825
24,0.1823977406755913,0.6422797961973441
25,0.18400013158356565,0.5139780695085849
26,0.17654764359998784,0.5602729726989173
27,0.17452568466944313,0.562209112985578
28,0.1796536576032449,0.4916710179474458
29,0.17798022461057447,0.5226023357315269
30,0.17392491424703097,0.4228535083892947
31,0.17377793055886565,0.40846377183417126
32,0.16853461541416648,0.40007375921273536
33,0.16661454563408923,0.4312187793507885
34,0.1649187003193824,0.44774231335945164
35,0.16866379145894958,0.4564013364063915
36,0.16235793070923368,0.4108195149822534
37,0.16043267736528968,0.4271506708942047
38,0.1611881496023331,0.4312826436055574
39,0.15839340404383884,0.44261444830190155
40,0.157315572686005,0.43367356832778936
