epoch,train_loss,val_loss
0,0.2007125826177325,0.3481176552972917
1,0.1466230030259559,0.3223192911466648
2,0.13955789807114796,0.2838765542472488
3,0.1333119157110731,0.3250677783652369
4,0.13211452099038104,0.3228232990211711
5,0.12903267542255542,0.2785887951352473
6,0.12605910347160384,0.27601127110678575
7,0.12528707994124894,0.2866914867648277
8,0.12393666831726696,0.2990927441984993
9,0.12272047934100802,0.3361416151955852
10,0.12046257277648505,0.31561433212141154
11,0.11811224524589146,0.24927231863237403
12,0.11619095319015457,0.29947603477791335
13,0.11786939405608729,0.3779308087112189
14,0.11353368523286626,0.27906418554846135
15,0.1103134581988508,0.26130131746016055
16,0.10770342961192768,0.31942289476302965
17,0.10544886902213733,0.2604693619241328
18,0.10325699028643695,0.2567060567823977
19,0.10085431859561254,0.29225872081608095
20,0.10462838903388237,0.2850024761624056
21,0.1020008178822922,0.2523451616120493
22,0.0962865461334719,0.2829296878185765
23,0.10863455650587558,0.2916436108479533
24,0.0981100619689241,0.2549399237208679
25,0.0964463524093541,0.26995893815993693
26,0.09537425678637293,0.31532324256194344
27,0.09590320986636142,0.26925565214078
28,0.09336432376920893,0.29615956260350224
29,0.09165853752694078,0.3330609329584467
30,0.0911240776361202,0.3008433769792592
31,0.08869026308652238,0.32208354035841436
32,0.08899043083126965,0.4593564341678518
33,0.08897632039438247,0.33665878956621187
34,0.09038878904214022,0.32685553963281255
35,0.08815586155208545,0.33377794249160314
36,0.08653734636012228,0.34843930347496405
37,0.08663568375087118,0.32737379610817646
38,0.08652957376389213,0.3020840574910569
39,0.08648241634835716,0.3181552172596899
40,0.08374630694895877,0.3531395196199317
