epoch,train_loss,val_loss
0,0.28269510304040096,0.3490161118322405
1,0.19607478264613565,0.38769114729145476
2,0.18592550548070924,0.531221030652523
3,0.17767381822650738,0.3532065649484766
4,0.1708148598327493,0.27806360035620886
5,0.16954615682442772,0.2784177918372483
6,0.16375830679048672,0.4857832434876212
7,0.16250113003510744,0.21634349643156447
8,0.1596503529816549,0.3098339640117925
9,0.15610443556298179,0.2144194104805075
10,0.16111355268971084,0.2407458842314523
11,0.16075098463036913,0.3492338214840355
12,0.15777737533026343,0.24292372932721829
13,0.15268611270564456,0.29318819791078565
14,0.15484650513646028,0.2943367399660678
15,0.15161732145988033,0.4037895909285751
16,0.1490142193774805,0.2908555764576484
17,0.14597937196215732,0.30463213936008254
18,0.1493864837697053,0.2614302728453587
19,0.15303545565417048,0.2879396710801741
20,0.147456837497678,0.24474903722775393
21,0.14958703696912695,0.4869607492510615
22,0.148957960806285,0.30520716718044777
23,0.14638348298926726,0.2835854597903531
24,0.14854024700714763,0.22782715615527382
25,0.14433735667925734,0.22152391617380132
26,0.14461939505320168,0.2045662005419855
27,0.13571523424808288,0.3204564493904008
28,0.13086114121562611,0.2685689298826971
29,0.14187228928201004,0.2875692194249637
30,0.140108150449601,0.255489983634032
31,0.1390476471319664,0.33241126094545637
32,0.1347650223745089,0.3268844848084781
33,0.13217320298887428,0.33367834234124294
34,0.1323904508886778,0.29840797928984836
35,0.12415219065226832,0.324907818259044
36,0.1302861816282402,0.4028814597726625
37,0.13404600502136996,0.33882218698906424
38,0.12747967338406715,0.41906369585109854
39,0.12659252474301505,0.4028216593410997
40,0.12287183687108592,0.3623250976204872
