epoch,train_loss,val_loss
0,0.10046989281153214,0.3249501728934461
1,0.04837750390515471,0.38059830398395145
2,0.04539603070877757,0.4664486018748119
3,0.044606818863791774,0.3249942704778293
4,0.04452410052325709,0.3218094094560064
5,0.041424592771957106,0.2408304694783071
6,0.04075042544765041,0.25171940772440926
7,0.03950274177886387,0.2231668077666184
8,0.03929739632372949,0.24509034043113734
9,0.037179514716201005,0.1513409600087345
10,0.036467957597701474,0.17407795738766035
11,0.036149075776602785,0.2389012400574725
12,0.03759573582322039,0.20965373968255932
13,0.03551766922340748,0.23974218049311433
14,0.035474093621002234,0.15725816254150765
15,0.03414738721194419,0.1559879815109588
16,0.033454092463861544,0.18581865762585195
17,0.032824648478141066,0.22491524331271648
18,0.03253016768829197,0.1656318692570745
19,0.0327442737051834,0.20153318386894234
20,0.03221213371420266,0.26821149664706195
21,0.031536567180107035,0.20535471230295713
22,0.030963946170180192,0.19393353025782212
23,0.030147619502526438,0.1996261082236366
24,0.03027190437130894,0.182520798744698
25,0.029886181841062346,0.19245754910989246
26,0.031059785380384466,0.19715589559153207
27,0.03097739731073865,0.24475190157949028
28,0.030702660987876863,0.2447565128052331
29,0.031006009517401137,0.24580313062049938
30,0.030451770480330643,0.22665173367580824
31,0.029974404156033755,0.23684007358205106
32,0.030027789878160738,0.28649835996976536
33,0.029420790566916426,0.27485083576175384
34,0.02917774916758113,0.3005866663667211
35,0.02923153803513363,0.2410414006013346
36,0.028627937376963026,0.2521068222612748
37,0.028087114716947307,0.2840025448966495
38,0.027779658747924766,0.2741182663622629
39,0.027880250880928728,0.23511551875410425
40,0.027880997531000838,0.27366988342038767
