Time stamp,LG 23,LG 24,LG 25,LG 26,LG 27,LG 28,LG 29,LG 30,dataset_id
2017-09-01 00:00:00,5.294612547704082,7.881652396913717,1.4127486045125819,3.6851550286759434,22.42304070918121,22.67431891129878,18.21150130740367,14.282926935888817,0
2017-09-01 00:15:00,5.434126837332961,7.342523582059929,1.0471838041213957,2.796559833426759,22.31860274758614,22.648655113951925,17.87421776994125,13.883386648758645,0
2017-09-01 00:30:00,5.4292009658388665,7.682961148066273,1.1530031973699746,2.3810480555440954,22.310001288219738,21.982200296569467,17.92970577523101,13.551228904315415,0
2017-09-01 00:45:00,5.47043418236183,7.687345600682798,1.140820666209449,2.542196503000582,21.894795515465464,21.61838772286,18.486361346786573,12.495436723825158,0
2017-09-01 01:00:00,5.66827870720603,7.61851110666538,1.0052544246942166,2.976578827743486,21.5717721867175,21.31532998496337,19.03140088208795,11.309161766018967,0
2017-09-01 01:15:00,5.955656650913934,7.635704727010619,0.8320872075107131,3.3587988541904306,21.478227671421696,21.031272516751898,19.378864195288344,10.567329884030244,0
2017-09-01 01:30:00,6.1537363057688514,7.7120584513607255,0.7007655615694404,3.5791458866403083,21.610480836544127,20.86413345692803,19.578675051855853,10.409234254976298,0
2017-09-01 01:45:00,6.203915094664787,7.828691245239462,0.6396939592091488,3.668586458132916,21.846797081255342,20.779385131374113,19.70775363310013,10.563766020591274,0
2017-09-01 02:00:00,6.193964392611216,7.9785145572346,0.636049748132546,3.6768990381089424,22.04541998157362,20.700745299844815,19.794926723639374,10.757632629096314,0
2017-09-01 02:15:00,6.209936876469706,8.151820460860277,0.658624494226828,3.667834627412983,22.139636160464015,20.580488358923468,19.8544451969124,10.877972102778251,0
2017-09-01 02:30:00,6.2822919012112575,8.324127330596681,0.681915222314947,3.7099553371821017,22.130805606538217,20.403322246770415,19.91232426108135,10.900834712134085,0
2017-09-01 02:45:00,6.408566122167066,8.455339664979643,0.6981588380237653,3.845828529306667,22.046624810688257,20.17321758863554,19.994288621827703,10.828238719350075,0
2017-09-01 03:00:00,6.578315268721932,8.53103325032871,0.7127400172362979,4.092373426560641,21.916281461120064,19.902688154156387,20.11058712540932,10.66807283540718,0
2017-09-01 03:15:00,6.783874511448217,8.585242311825786,0.7314566968854841,4.454991285930639,21.76322442732669,19.60654594793679,20.25312430059973,10.431435139025162,0
2017-09-01 03:30:00,7.023244631872186,8.67172758127205,0.7503106485617419,4.937413976836966,21.604983608457534,19.298746993999575,20.401191180351855,10.132973392534744,0
2017-09-01 03:45:00,7.300458007447205,8.835306142558888,0.7571634126500815,5.546932438317679,21.45454762469143,18.99101780976909,20.530143809471653,9.790133510993272,0
2017-09-01 04:00:00,7.625689838271863,9.105728377671625,0.7430944748438364,6.2980881274424405,21.321613423924248,18.692462821303494,20.619738431178263,9.421420169949258,0
2017-09-01 04:15:00,8.016060451578708,9.502501923614219,0.7105646168493713,7.216064341753501,21.21352556946244,18.409699737352607,20.65947429496488,9.044577060848177,0
2017-09-01 04:30:00,8.497828758042932,10.039860365692492,0.6725301505692922,8.339977499715735,21.13595206897324,18.14723234868637,20.648630223344586,8.675116915529145,0
2017-09-01 04:45:00,9.110868718264667,10.727929953769975,0.6466709906062071,9.726191663245366,21.09339671322658,17.907875394368627,20.59220773455064,8.325617241433953,0
2017-09-01 05:00:00,9.916791755643581,11.569258577279822,0.6497379366847529,11.451707333838057,21.089602074251857,17.693180469369835,20.500447548897377,8.005465084702905,0
2017-09-01 05:15:00,11.012235691201992,12.55059138641374,0.6941779492386555,13.616020566234221,21.12787648575454,17.50377133569489,20.397835165680306,7.721041367938938,0
2017-09-01 05:30:00,12.546007178149953,13.630780893492002,0.7872512735313579,16.336473036889767,21.211380411315375,17.33965632405505,20.332360375811042,7.47612737861045,0
2017-09-01 05:45:00,14.724661107021088,14.732441686340685,0.9319316551598646,19.726317584827097,21.343397192506064,17.20042931227683,20.370227272589293,7.272349070328858,0
2017-09-01 06:00:00,17.763844079135175,15.755917486888519,1.1286655894543376,23.830449064014115,21.527600672988193,17.085444670238306,20.579949748758796,7.1096449971727935,0
2017-09-01 06:15:00,21.759509354934423,16.6196378841074,1.3773230292312357,28.50093568557766,21.768344690729187,16.993933889826593,21.022561766058057,6.9866491690442984,0
2017-09-01 06:30:00,26.561962537630272,17.28917283417644,1.6790729541737361,33.35160904863469,22.071000471807963,16.92509305740599,21.753831674828096,6.901106993290341,0
2017-09-01 06:45:00,31.828871506331637,17.767968650998114,2.0382661650556892,37.96498381966272,22.44237004196077,16.87814741683018,22.833440467212228,6.850106878560254,0
2017-09-01 07:00:00,36.99242468291317,18.073286910403063,2.4647754105610353,42.02758195683057,22.891208978712147,16.852393022998477,24.337089432992894,6.830363831365851,0
2017-09-01 07:15:00,41.085649693837624,18.2221120710477,2.9775796321591033,45.291897553455954,23.42891369505312,16.847230064700824,26.37202883764816,6.838365980970856,0
2017-09-01 07:30:00,43.194001206287936,18.227528211488043,3.6112377851497985,47.69273152613829,24.0704378176788,16.86219410478499,29.09885170285797,6.870525830889633,0
2017-09-01 07:45:00,43.104473512328845,18.099046452063924,4.428716187109192,49.4090034178189,24.835525132253466,16.896968576223447,32.76032160686532,6.923322057167212,0
2017-09-01 08:00:00,41.200520722656265,17.84364767445745,5.548646046317861,50.691848941559115,25.75036322959386,16.951422270313998,37.702623042509984,6.993327868035365,0
2017-09-01 08:15:00,38.3875643078279,17.466837155524882,7.205838931790454,51.72834662045178,26.84974532523876,17.025607254001958,44.322138391725595,7.077314989317941,0
2017-09-01 08:30:00,36.13517583110777,16.97370361382236,9.876332287952865,52.62706727781619,28.179704846882014,17.119810936825477,52.80839449472254,7.17226311764955,0
2017-09-01 08:45:00,35.684606210152594,16.37014505595942,14.344250033191603,53.44353927126024,29.800165121219745,17.234568566982418,62.72531221188374,7.275402459959587,0
2017-09-01 09:00:00,36.77495845644414,15.664414101987834,20.35996072851136,54.20302572981393,31.78604631720779,17.370711132920043,72.91597468268046,7.38423736651891,0
2017-09-01 09:15:00,38.306691033950244,14.86914958965342,24.53181946774574,54.91467796933708,34.222743952530365,17.529415347602523,82.07764689473166,7.496522697893148,0
