epoch,train_loss,val_loss
0,0.1562482149848807,0.8880370118237775
1,0.08115355291978475,0.5632047235066521
2,0.07359323175029552,0.756430885658182
3,0.06965962901764305,0.6662988861075377
4,0.06795230800127412,0.61513039540371
5,0.06677986976710405,0.5351428423735217
6,0.06513684129355647,0.5205886291227593
7,0.06662191991555563,0.7002897816164226
8,0.0657450023391251,0.6537651352520133
9,0.06429502087585787,0.4677496231450089
10,0.060682367682060666,0.4539575701426907
11,0.05966505126248226,0.603262115526816
12,0.058520162600284135,0.39631889707103757
13,0.05841353622839806,0.5601937921525075
14,0.055796626770327276,0.4462253754155646
15,0.053178770474244096,0.7170170050692456
16,0.05279692468821263,0.41203098451550085
17,0.051322319224503234,0.45886928749206507
18,0.050299494999546744,0.4533676248637895
19,0.05057363744151402,0.5623910646692946
20,0.05092595435401544,0.41338203525941436
21,0.05040928862777585,0.39470997211154035
22,0.04643637527784346,0.5193199413025688
23,0.04696144847238951,0.6112913156343737
24,0.04684936556080026,0.49442942652787114
25,0.04701409093546641,0.3323887981143905
26,0.04581773072643668,0.33026946842210825
27,0.04615748950647318,0.36463102439670425
28,0.04626788916553352,0.2567765014353898
29,0.04447196969311851,0.20655569620151631
30,0.04305795054916326,0.20237270457641499
31,0.042078101688897925,0.1944891442910635
32,0.041242233898687294,0.22156160678035425
33,0.04148807764954875,0.2648904417801532
34,0.03937962043615382,0.2010352132557374
35,0.03939250943841368,0.31336911986045146
36,0.039181601007296264,0.23841513946861015
37,0.03957849339887745,0.15984048822400215
38,0.03820997040265843,0.1698688212765191
39,0.038479173237240864,0.1950002815383154
40,0.037386695855473225,0.162672792040326
