epoch,train_loss,val_loss
0,0.23912048959404442,0.6072656392537314
1,0.16020598875504014,0.2624116240615218
2,0.1422210278002717,0.2648110747144654
3,0.12492059087975228,0.246068541358771
4,0.10960881487327687,0.2879466445377932
5,0.09856099283309482,0.27039975479309414
6,0.08784708698735909,0.17811992076257693
7,0.08046074917024755,0.2030466311884209
8,0.07919026715747009,0.19676627715375147
9,0.07479631084393948,0.19189965617923258
10,0.07323364287297776,0.18557972731550448
11,0.07124027855535771,0.15677605563421446
12,0.07109081401020712,0.15795358171814988
13,0.06847636352775367,0.1990776460007604
14,0.06731735435413554,0.17543929664293656
15,0.06607917198211166,0.18664124990564546
16,0.06512506540653341,0.17592899387236685
17,0.06427098819259422,0.18836241907496326
18,0.0628972770778317,0.17010184552054852
19,0.062301302586305646,0.18398734305439324
20,0.06284024806177997,0.17749384708285074
21,0.06175424093182417,0.16661025875986651
22,0.06198449313297128,0.16993726887318691
23,0.05976726145133482,0.17671439383371637
24,0.062187980675528234,0.1923055487680891
25,0.060678515962883185,0.16950926760421758
26,0.059311816987625304,0.19111152361041273
27,0.058761922618319626,0.17896088232327537
28,0.05799106175519774,0.20862792720732545
29,0.05768809802198814,0.18131139669999546
30,0.0572025967431856,0.15322153170134228
31,0.055685498212513174,0.1607713218565498
32,0.05575393547387674,0.1652394063609083
33,0.05734758666083113,0.16209677358109847
34,0.05617885392300947,0.13320819978884338
35,0.05661784894566795,0.15780231573632822
36,0.05617329832915357,0.16603649696358835
37,0.053957374768829766,0.15977620658387504
38,0.054793028650856196,0.1261074879202196
39,0.054478556500946726,0.11394005422258661
40,0.05346347956821836,0.15004924439695166
