epoch,train_loss,val_loss
0,0.23493447130981912,0.30197263819904163
1,0.15725054496780355,0.45531376448684724
2,0.13591476625610963,0.9573263405725874
3,0.12194843902021435,0.46311502866446974
4,0.11664779117687586,0.8360870722745513
5,0.10952807876367307,0.2694667291153094
6,0.11571760002048091,0.224017009286788
7,0.11516549111944986,0.2644677008269355
8,0.10906544759711052,0.3770192679250613
9,0.10210532349606989,0.6307865632071705
10,0.09794214010529273,0.7283295046120625
11,0.1004421463672151,0.10718789662330828
12,0.09278653884399021,0.4042212120947781
13,0.0905886639160573,0.09631434296546824
14,0.09000804491261853,0.3074129875524548
15,0.08949612351860983,0.3342369536885285
16,0.08576255746793451,0.1645914683696525
17,0.09173319258740344,0.6072537901747073
18,0.09150979726027089,0.10620757221918682
19,0.08780348413220956,0.43395421371698895
20,0.08660635450551062,0.1871340419438764
21,0.08400530777607404,0.30691490460122967
22,0.08309299624954344,0.07837608228146564
23,0.08038545524741107,0.21453860877724043
24,0.08198788886268933,0.25381128942144326
25,0.07794721288178663,0.09871681648050279
26,0.07542630021254089,0.15620790349392147
27,0.07389911411311902,0.14790466830393748
28,0.07036372865719955,0.09967935436770296
29,0.0711406894051147,0.09810773266373414
30,0.06914054391508524,0.11441189589725034
31,0.06690944871478523,0.1508656438187297
32,0.06582144648102398,0.16562214738660258
33,0.06378086563329288,0.19009074198497136
34,0.06276458685549544,0.18990942272179015
35,0.06299809753815755,0.20629732894778754
36,0.060216598212718964,0.27446754610752166
37,0.0598699167554936,0.28182990991137
38,0.05974126243663411,0.308297082234894
39,0.05917117665340961,0.3499344367295548
40,0.05922616658096648,0.3961648399286449
